id,title,genre,imdb_link,plot,poster_path
187,Party Girl,Comedy,tt0114095,"Party girl Mary gets bailed out of jail by her librarian godmother. She starts working at the library, slowly fills her empty brain.",data/posters/187-party-girl.jpeg
188,The Prophecy,"Action, Crime, Drama, Fantasy, Horror, Mystery, Thriller",tt0114194,"""Some people lose their faith because Heaven shows them too little,"" says Thomas Daggett. ""But how many people lose their faith because Heaven showed them too much?"" Daggett nearly became a priest; now he's a cop. He may want to put religion behind him, but one morning a weird, eyeless, hermaphroditic corpse turns up. Suddenly he is on a path that will put him right in the middle of a war in Heaven. And once again, Heaven will show him too much: gore, blood, charred flesh, living corpses and much worse. Even more central to the heavenly war effort is a young girl. This American Indian child has something Gabriel wants. And Gabriel is willing to kill her and anyone in his path - or even reanimate a corpse or two - to get it.",data/posters/188-the-prophecy.jpeg
189,Reckless,"Comedy, Drama, Fantasy",tt0114241,"On Christmas Eve, a regretful husband admits to his high-spirited wife that he has hired a contract killer to take her out. She immediately flees. A nice couple offers her shelter, but everyone have dark secrets in this wacky movie.",data/posters/189-reckless.jpeg
190,Safe,Drama,tt0114323,"""Safe"" has been described as a horror movie of the soul, a description that director Todd Haynes relishes. California housewife Carol White seems to have it all in life: a wealthy husband, a beautiful house, servants, beauty, and a lot of friends. The only thing she lacks is a strong personality: Carol seems timid and empty during all of her interactions with the world around her. At the beginning of the film, one would consider her to be more safe in life than just about anyone. That doesn't turn out to be the case. Starting with headaches and leading to a grandmal seizure, Carol becomes more and more sick, claiming that she's become sensitive to the common toxins in today's world: exhaust, fumes, aerosol spray, etc. She pulls back from the sexual advances of her husband and spends her nights alone by the TV or wandering around the outside of her well-protected home like an animal in a cage. Her physician examines her and can find nothing wrong. An allergist finds that she has an allergic reaction to milk but explains that there is no treatment for that sort of allergy. She sees a psychiatrist who does nothing but make her nervous. In the hospital, Carol sees an infomercial for Wrenwood, a new-age retreat for those who are ""environmentally ill,"" and leaves her husband and stepson to try and find salvation at this retreat: headed by a phony, grandstanding, ""sensitive"" individual named Peter Dunning.",data/posters/190-safe.jpeg
191,The Scarlet Letter,"Drama, Romance",tt0114345,"In 1666 in the Massachusetts Bay colony, Puritans and Algonquian have an uneasy truce. Hester arrives from England, seeking independence. Awaiting her husband, she establishes independence, fixing up a house, befriending Quakers and other outsiders. Passion draws her to a young pastor. He feels the same; when they learn her husband has probably died at the hands of Indians, they consummate their love. A child is born, and on the day Hester is publicly humiliated and made to wear a scarlet letter, her husband appears after a year with Indians. Calling himself Chillingworth, he seeks revenge, searching out Hester's lover and stirring fears of witchcraft. Will his murderous plot succeed?",data/posters/191-the-scarlet-letter.jpeg
193,Showgirls,Drama,tt0114436,"Nomi Malone, a mysterious young girl with the ambition to dance embarks on a journey to Las Vegas to become a showgirl in a high-class hotel show. There she meets Molly, a seamstress at the Stardust Hotel and the two quickly become good friends. She gets a job as a lap dancer at the seedy Cheetah Club but after a chance meeting with Cristal Connors, the star of Goddess, the current show at the hotel where Molly works, Nomi manages to secure an audition for a spot on the chorus line.However she soon realises that fame comes with a price as her friendships, her morals and her soul are put to the test as she works her way up the ladder and eventually becomes the star of the show, stealing Cristal's part. She begins to wonder if all of her work was for nothing and if she can reclaim her life back before it is too late.",data/posters/193-showgirls.jpeg
194,Smoke,"Comedy, Drama",tt0114478,"The plot of this movie, like smoke itself, drifts and swirls ethereally. Characters and subplots are deftly woven into a tapestry of stories and pictures which only slowly emerges to our view. This film tries to convince us that reality doesn't matter so much as aesthetic satisfaction. In Auggie's New York smoke shop, day by day passes, seemingly unchanging until he teaches us to notice the little details of life. Paul Benjamin, a disheartened and broken writer, has a brush with death that is pivotal and sets up an unlikely series of events that afford him a novel glimpse into the life on the street which he saw, but did not truly perceive, every day. Finally, it's Auggie's turn to spin a tale....",data/posters/194-smoke.jpeg
195,Something to Talk About,"Comedy, Drama, Romance",tt0114496,"Grace Bichon, who is managing her father's riding-stable, discovers that her husband Eddie deceives her with another woman. After confronting him in the middle of the night on the streets of their small home town, she decides to stay at her sister Emma Rae's house for a while, to make up her mind. Breaking out of her everyday life, she starts to question the authority of everyone, especially her father's, thus causing a stir in her parent's marriage, too.",data/posters/195-something-to-talk-about.jpeg
196,Species,"Action, Horror, Sci-Fi, Thriller",tt0114508,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye. Government agent Xavier Fitch assembles a team of scientists and mercenaries to locate and destroy Sil before she manages to find a mate and breed.",data/posters/196-species.jpeg
198,Strange Days,"Action, Crime, Drama, Sci-Fi, Thriller",tt0114558,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?",data/posters/198-strange-days.jpeg
199,The Umbrellas of Cherbourg,"Drama, Musical, Romance",tt0058450,"Told in four acts, the lives of Geneviève Emery and Guy Foucher of Cherbourg France are presented. Act 1 begins in November 1957, when sixteen year old Geneviève, who works in her widowed mother's umbrella shop called ""Les parapluies de Cherbourg"", and twenty year old Guy, who works as a mechanic at a gas station, are madly in love and want to get married. They are reluctant to tell anyone not only of their want to get married, but of their relationship. Geneviève believes her mother will think her too young, and would want her to marry someone with better prospects, especially considering her own tenuous financial situation. And Guy is more concerned now about not abandoning his ailing godmother, Aunt Élise, who raised him, and who he looks after along with a young woman named Madeleine. Act 2, told largely from Geneviève's perspective, begins in February 1958. Guy, drafted to fight for the French in Algeria, has been gone for two months, and is expected to be gone for two years. Geneviève rarely hears from Guy. In order to solve their many problems, Geneviève's mother wants her to marry Roland Cassard, a refined and well appointed diamond merchant who travels often for his work but who is devoted to Geneviève whenever he is in Cherbourg. Geneviève, who still loves Guy but who she is slowly losing in terms of him as a person in her mind, has to decide what to do about Roland, especially as it may become more difficult to accept his proposal as time progresses. Act 3, told largely from Guy's perspective, begins in March 1959 upon his military discharge and return to Cherbourg. Life circumstances, including what happened during the war, has changed Guy, and he has to figure out what the next phase of his life will look like because of his new perspective. Act 4 takes place on one snowy day in December 1963, when Geneviève and Guy are shown in their current lives, that based on what has happened in those previous three acts.",data/posters/199-the-umbrellas-of-cherbourg.jpeg
